identifier,identifier 2,subject_name 1,subject_name 2,subject_name 3,subject_name 4,subject_name 5,subject_name 6,publisher,placeOfOrigin 1,placeOfOrigin 2,placeOfOrigin 3,placeOfOrigin 4,date_publication,subject_geographic 1,subject_topical 1,subject_topical 2,subject_topical 3,object_in_context_url,item_type,form,date_text,date_single_start,date_end,date_qualifier,public_note,rights,collection_title,collection_identifier,shelf_locator,record_source,repository,language,title,project_title,abstract,name,role
spc_4678,0012_000600_000202_0001,"Maris, Mona, 1903-1991 | http://id.loc.gov/authorities/names/no89003655",,,,,,,,,,,,,"Hollywood (Los Angeles, Calif.)--History | http://id.loc.gov/authorities/subjects/sh2008115352",,,http://kiva.lib.utk.edu/spc/items/show/4678,still image,photographs | http://vocab.getty.edu/aat/300046300,1926 - 1933,1926,1933,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",The Clarence and Marian Spies Brown Collection,MS.2118,"Box 1, Folder 28","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Clarence and Ona (Maris) Brown at Train Station,Special Collections Online,"Clarence Brown's second wife, Ona (often spelled ""Mona"") Maris, was born in Buenos Aires, Argentina in 1903. After emigrating to the United States, she acted in such films as ""Under a Texas Moon,"" ""Arizona Kid,"" ""On the Make,"" and ""A Devil with Women."" She died in 1991 in Buenos Aires.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4778,0012_000296_000270,,,,,,,,,,,,,"Dickson County (Tenn.) | URI: http://id.loc.gov/authorities/names/n82227642 | Coordinates: 36.14905, -87.35666 | Ruskin (Tenn.) | Coordinates: 36.16089, -87.51918","Education, Higher--Tennessee--History",College students | http://id.loc.gov/authorities/subjects/sh85028356,,http://kiva.lib.utk.edu/spc/items/show/4778,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1912,1965,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Ruskin Cave College Collection,MS.0335,"Box 1, Folder 2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Mr. George Payne,Special Collections Online,"Mr. George Payne, Father of Mrs. Tyrus, Hardy, he spent many happy days in Ruskin, his home was Clay City Illinois;",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4535,0012_000463_000265_0001,,,,,,,,,,,,,,"Plants, Ornamental | http://id.loc.gov/authorities/subjects/sh85103022",,Gardens--Tennessee--Knoxville--History--20th century--Photographs,http://kiva.lib.utk.edu/spc/items/show/4535,still image,photographs | http://vocab.getty.edu/aat/300046300,1930 - 1939,1930,1939,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Slide 52, June, Ross, (New Number = 63)",Special Collections Online,Glass slide photo of gardens,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3866,0012_000067_000210_0001,"Thompson, James Edward, 1880-1976 | http://id.loc.gov/authorities/names/n78030817",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3866,still image,photographs | http://vocab.getty.edu/aat/300046300,1930,1930,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 2, Image #0011","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Thompson Brothers Commercial Photography Studio,Special Collections Online,"View of the Thompson Brothers photography studio in Knoxville. The sign reads ""Thompson Brothers Commercial Photographers."" Marks on the building's facade show where and earlier sign (reading ""The Thompson Co., Jim Thompson, Photographers"") was removed.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3807,0012_000107_000228_0001,"Brown, Clarence, 1890-1987 | http://id.loc.gov/authorities/names/n85151871",,,,,,,,,,,,,Motion pictures--United States | http://id.loc.gov/authorities/subjects/sh85088112,,Motion picture producers and directors--United States | http://id.loc.gov/authorities/subjects/sh87006130,http://kiva.lib.utk.edu/spc/items/show/3807,still image,photographs | http://vocab.getty.edu/aat/300046300,1931,1931,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","Clarence Brown Collection, 1920-1970",MS.0702,"Box 9A, Folder T(2)","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Clarence Brown Directing ""Inspiration""",Special Collections Online,"In ""Inspiration,"" Andre Martel (Robert Montgomery), a diplomat studying for the consular service, falls in love with Yvonne Valbret (Greta Garbo), an artist's model. The two become lovers, but Martel leaves when he learns of Valbret's sordid past. He later finds her poverty-stricken and buys her a country home out of pity. He also tells Valbret that he is going to marry another woman, and she pleads with him to marry her instead. Remembering his friend Liane Latour (Karen Morley), who killed herself when her lover Raymond Delval (Lewis Stone) left her, Martel goes to Valbret to rekindle their relationship. When he arrives, he finds another of Valbret's lovers begging her to return to him. Martel agrees to overlook this indiscretion, but Valbret, determined not to destroy him, writes him a farewell note and leaves while he is asleep.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4303,0012_000067_000647_0001,,,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4303,still image,photographs | http://vocab.getty.edu/aat/300046300,1918 - 1921,1918,1921,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 8","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Gay Street (800 Block),Special Collections Online,"View on Gay Street, long one of Knoxville's major thoroughfares. Visible businesses include the Bijou Theatre, Loew's Store, and the Colonial Hotel. One can also see the tracks for the electric streetcars that ran in Knoxville during the early 20th century and one of the towers that policemen used to control traffic during the 1920s.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4402,0012_000128_000230_0001,Scopes Trial,"Scopes, John Thomas | http://id.loc.gov/authorities/names/n79041823","Bryan, William Jennings, 1860-1925 | http://id.loc.gov/authorities/names/n80044871","Robinson, Wallace Clarke, 1920-1995","Robinson, Frank Earle, 1881-1957","Robinson, Frank Earle, 1881-1957",,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4402,still image,photographs | http://vocab.getty.edu/aat/300046300,1925,1925,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","W.C. Robinson Collection of Scopes Trial Photographs, circa 1925, circa 1976",MS.1091,"Box 1, Folder 1","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Courtroom Scene,Special Collections Online,"Scopes Trial Photographs, circa 1925, A-43 (22A), Courtroom Scene (seated in front of mike, with bow tie) Fred Frazier, Supt. of schools in Hamilton Co. (seated at prosecution table)(left to right), Gordon McKenzie, Herbert Hicks, Sue K. Hicks, William Jennings Bryan, , A-44 (23A), Rhea County High School, (Same as A-26)",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3828,0012_000107_000250_0001,"Brown, Clarence, 1890-1987 | http://id.loc.gov/authorities/names/n85151871",,,,,,,,,,,,,Motion pictures--United States | http://id.loc.gov/authorities/subjects/sh85088112,,Motion picture producers and directors--United States | http://id.loc.gov/authorities/subjects/sh87006130,http://kiva.lib.utk.edu/spc/items/show/3828,still image,photographs | http://vocab.getty.edu/aat/300046300,1944,1944,,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","Clarence Brown Collection, 1920-1970",MS.0702,"Box 15, Folder Q2","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Irene Dunne and Alan Marshal in ""The White Cliffs of Dover""",Special Collections Online,"""The White Cliffs of Dover"" begins with Susan Dunn (Irene Dunne) and her father, Hiram Porter Dunn (Frank Morgan), vacationing in England during World War I. Here, Susan meets and marries wealthy British aristocrat Sir John Ashwood (Alan Marshal). Sadly, Ashwood is killed on the battlefield, and Susan is left to raise their son, John Ashwood II (Roddy McDowall and Peter Lawford) alone. During World War II, the younger John Ashwood serves with the British army while Susan Ashwood works for the Red Cross. He is wounded in battle, and she is devastated to find her own son among the wounded soldiers that she cares for. She is unable to save his life, but consoles herself with the knowledge that both her husband and her son died for a noble cause.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4552,0012_000463_000282_0001,,,,,,,,,,,,,,Lotus | http://id.loc.gov/authorities/subjects/sh85078460,,Flowers--United States | http://id.loc.gov/authorities/subjects/sh2008120720,http://kiva.lib.utk.edu/spc/items/show/4552,still image,photographs | http://vocab.getty.edu/aat/300046300,1930 - 1939,1930,1939,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Slide 69, July Lotus, (New Number = 65)",Special Collections Online,Glass slide photo of lotus flowers.,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3588,0012_000106_000359,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3588,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 4, Folder 13","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,U.T. Creamery,Special Collections Online,Cutting and wrapping Butter  U.T. Creamery 1941,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4063,0012_000067_000407_0001,,,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/4063,still image,photographs | http://vocab.getty.edu/aat/300046300,1880 - 1900,1880,1900,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Photographs of Tennessee Cities Collection,MS.0951,"Box 2, Folder 5","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,Construction of an Unidentified Building,Special Collections Online,"Crowd gathered at the construction of an unidentified building in Knoxville, Tennessee.",unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_4579,0012_000463_000310_0001,,,,,,,,,,,,,,"Plants, Ornamental | http://id.loc.gov/authorities/subjects/sh85103022",,Gardens--Tennessee--Knoxville--History--20th century--Photographs,http://kiva.lib.utk.edu/spc/items/show/4579,still image,photographs | http://vocab.getty.edu/aat/300046300,1930 - 1939,1930,1939,,,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",Knoxville Gardens Slides,MS.1324,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,"Slide 97, Mrs. Frank Williams, (New Number = 56)",Special Collections Online,Glass slide photo of garden arbor.,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
spc_3557,0012_000106_000328,"University of Tennessee, Knoxville | http://id.loc.gov/authorities/names/n80003889",,,,,,,,,,,,,,,,http://kiva.lib.utk.edu/spc/items/show/3557,still image,photographs | http://vocab.getty.edu/aat/300046300,undated,1820,1990,inferred,Dates inferred from dates of archival collection.,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",University of Tennessee Photograph and Slide Collection,AR.0018,"Box 3, Folder 7","University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections",zxx,A' Company Officers-1921,Special Collections Online,A' Company Officers-1921,unknown | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,creator
